iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,title
44000-P101177,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Results and Accountability (REACT) Development Policy Loan-Deferred Drawdawn Option
44000-P101471,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Peru First Progrmmatic Environmental Development Policy Loan /DDO
44000-P110836,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tanzania Poverty Reduction Support Credit 10
44000-P111926,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Costa Rica Catastrophe Deferred Draw Down Option (CAT DDO)
44000-P112346,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Affordable Mortgage Finance DPL
44000-P120536,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tanzania Poverty Reduction Support Credit 11
44000-P120566,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Morocco First Skills and Employment DPL
44000-P120860,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Catastrophe Development Policy Loan DDO
44000-P122667,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Vietnam Climate Change Development Policy
44000-P122738,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Disaster Risk Management Development Policy Loan with a CAT DDO
44000-P122793,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Economic Management Competitiveness Credit 1
44000-P123352,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Nigeria Lagos Second State Development Policy Credit
44000-P123353,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Nigeria Edo State First Development Policy Operation
44000-P124041,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,IN: Development Policy Loan (DPL) to Promote Inclusive Green Growth and Sustainable Development in Himachal Pradesh
44000-P124174,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Vietnam Power Sector Reform DPO2
44000-P125202,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,FIRST SUSTAINABILITY AND COMPETITVENESS DEVELOPMENT POLICY LOAN
44000-P125272,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,NIGER - Shared Growth Credit I
44000-P125694,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mauritius First Public Sector Performance Development Policy Loan
44000-P125943,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Disaster Risk Management Development Loan with a CAT DDO
44000-P126034,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Programmatic Development Policy Operation 1
44000-P126038,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Competitiveness DPL
44000-P126274,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Programmatic Development Policy Operation 2
44000-P126297,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Programmatic Upper Secondary Education Development Policy Loan
44000-P126351,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Bahia Inclusion and Economic Development DPL
44000-P126470,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,SN- Second Governance and Growth Support Credit
44000-P126580,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PH - PH Development Policy Loan 2
44000-P126583,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Disaster Risk Management DPL with Catastrophe Deferred Draw Down Option
44000-P126749,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Belo Horizonte Urban Development Policy Loan
44000-P126903,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mauritius -  Priv Sec Competitiveness Development Policy Loan (PSC - DPL)
44000-P127038,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Economic Competitiveness Support Program DPL
44000-P127201,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Vietnam Climate Change Development Policy 2
44000-P127332,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Programmatic Development Policy Loan
44000-P127408,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Programmatic State Owned Enterprises Reform DPL
44000-P127411,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CV-DPL 4-PRSC VIII
44000-P127433,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Development Policy Loan
44000-P127449,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Cote d'Ivoire PRSC 1
44000-P127665,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Economic Recovery Development Policy Loan
44000-P127754,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Development Policy Operation 1 New Series
44000-P127787,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Competitiveness and Savings Development Policy Loan (CSDPL)
44000-P127822,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second DPL in support of the Plan Maroc Vert
44000-P127955,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Solid Waste Sector DPL3
44000-P127956,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MA-Inclusive Green Growth DPL
44000-P128140,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MU -Second Public Sector Performance DPL
44000-P128251,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,"Tunisia - Governance, Opportunities and Jobs DPL"
44000-P128258,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Power Sector Reform: Development Policy Credit
44000-P128284,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,SN- First Governance and Growth Support Project
44000-P128434,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mozambique Climate Change Development Policy Operation
44000-P129489,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MZ First Agriculture Development Policy Operation AgDPO-1
44000-P129597,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Competitiveness and Growth Development Policy Operation
44000-P129652,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Development Policies for the State of Sergipe
44000-P130012,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Nigeria Agriculture Sector Development Policy Operation
44000-P130048,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,"Program for Economic Resilience, Investment and Social Assistance in Indonesia"
44000-P130051,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Development Policy Operation - DDO
44000-P130459,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Development Policy Loan 2
44000-P130847,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Competitiveness DPL 2
44000-P130903,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MA Accountability and Transparency DPL
44000-P130972,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Productive and Sustainable Cities Development Policy Loan
44000-P131028,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PE Social Inclusion DPL
44000-P131212,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Ninth Poverty Reduction Support Credit (PRSC 9)
44000-P131440,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Public Sector Management and Social Inclusion Development Policy Loan
44000-P131688,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Comoros Economic Governance Reform Grant
44000-P131763,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Programmatic Development Policy Loan
44000-P131775,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Vietnam Climate Change Development Policy 3
44000-P132208,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,TG - Economic Recovery and Governance Credit 6
44000-P132510,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mauritius Second Private Sector Competitiveness DPL
44000-P132709,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,"TN-Governance, Opportunities and Jobs DPL-2"
44000-P132757,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Shared Growth Credit
44000-P132768,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Pernambuco Equity and Inclusive Growth DPL
44000-P132786,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BJ PRSC 9 Poverty Reduction Support Cdt.
44000-P133107,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Sierra Leone - Sixth Governance Reform and Growth Grant
44000-P133664,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Macroeconomic Stability for Competitiveness and Growth Credit
44000-P133687,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mozambique - Financial Sector DPO
44000-P133738,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Enhanced Fiscal and Financial Management for Greater Opportunities DPL
44000-P133798,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Open Government and Public Financial Management
44000-P143040,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Development Policy Operation
44000-P143060,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Georgia Competitiveness and Growth DPO2
44000-P143283,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Development Policy Operation
44000-P143645,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,TZ First Power and Gas Sector DPO
44000-P143781,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Côte d'Ivoire: Poverty Reduction Support Credit 2
44000-P144185,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MA-Second Skills and Employment DPL
44000-P144601,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Economic Reform Support Operation
44000-P144602,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Kiribati Economic Reform Operation
44000-P144675,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Vietnam Power Sector Reform DPO3
44000-P145251,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Shared Growth Credit
44000-P145254,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,TZ-Second Power and Gas Sector DPO
44000-P145275,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mali - First Recovery and Governance Reform Support Credit (RGRSC-1)
44000-P145488,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tuvalu Development Policy Operation
44000-P145605,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CO: Enhancing Fiscal Capacity to Promote Shared Prosperity DPL
44000-P145766,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Programmatic Productive & Sustainable Cities Development Policy Loan
44000-P145995,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Jamaica DPL
44000-P146095,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Economic Management Competitiveness Credit 2
44000-P146243,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Resiliance and Growth Development Policy Loan
44000-P146280,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,AL Financial Sector DPL
44000-P146322,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Turkey Sustaining Shared Growth DPL
44000-P146398,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Climate Change DPO
44000-P146452,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Rwanda Third Support to the Social Protection System (SSPS-3)
44000-P146537,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tenth Poverty Reduction Support Credit (PRSC X)
44000-P146640,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BF - DPO - Growth and Compet. Credit 3
44000-P146665,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tenth Poverty Reduction Support Credit
44000-P146726,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Sierra Leone - Emergency Economic and Fiscal Support Operation
44000-P146740,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BiH DPL
44000-P146930,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MZ Second Agriculture Development Policy Operation AgDPO-2
44000-P146942,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PA Third Programmatic Development Policy
44000-P146981,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Piaui Productive and Social Inclusion DPL
44000-P147015,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Cape Verde Ninth Poverty Reduction Support Credit
44000-P147152,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Grenada First Programmatic Resilience Building DPC
44000-P147226,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Albania - Public Finance DPL
44000-P147244,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Upper Secondary Education Development Policy Loan
44000-P147257,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MA Capital Market Development & SME Finance DPL
44000-P147454,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CATASTROPHE DEFERRED DRAWDOWN OPTION (DPL with DDO)
44000-P147557,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PK  Fiscally Sustainable and Inclusive Growth DPC
44000-P147695,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Enhancing Public Management for Service Delivery in Rio de Janeiro
44000-P147803,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Philippines Development Policy Loan
44000-P147806,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BT: 2nd DPC Series
44000-P147913,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Acre: Strengthening Public Policies DPL
44000-P147979,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BR Amazonas DPL
44000-P147984,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BR Bahia DPL
44000-P148083,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,RS: Strengthening Fiscal and Water Resources Management DPL
44000-P148099,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Governance and Competitiveness Programmatic DPO
44000-P148642,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MA-Solid Waste Sector DPL4
44000-P148861,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Disaster Risk Management Development Policy Loan with CAT DDO
44000-P148957,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Fiscal Effectiveness and Growth Development Policy Loan
44000-P149555,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Moldova - DPO2
44000-P149609,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CO First Programmatic Sustained Growth and Income Convergence DPL
44000-P149747,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Morocco Inclusive Green Growth DPL2
44000-P149750,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Programmatic State Owned Enterprises Reform DPL
44000-P149768,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Bosnia and Herzegovina: Public Finances DPL
44000-P149770,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Samoa First Fiscal & Economic Reform Operation
44000-P149776,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,2nd Fiscal Effectiveness and Growth DPL
44000-P149831,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,PERU SECOND DPL WITH A CAT DDO
44000-P149886,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Solomon Islands Recovery Financing Development Policy Operation
44000-P149888,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Economic Reform Development Policy Operation
44000-P149963,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tonga - Second Economic Reform Support Operation
44000-P149991,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Programmatic Inclusive Growth Development Policy Operation
44000-P149998,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Private Sector Competitiveness DPO1
44000-P150009,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tanzania Business Environment and Competitiveness for Jobs DPO
44000-P150194,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tuvalu Second Development Policy Operation
44000-P150313,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Development Policy Loan 1
44000-P150475,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Programmatic Development Policy Loan for Sustainable Development
44000-P150503,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MG-Reengagement DPO
44000-P150677,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Programmatic Financial Sector DPL 1
44000-P150751,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Bolivia Disaster Risk Managment DPC and DPL
44000-P150924,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Comoros Second Economic Governance Reform Grant
44000-P150941,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Eight Economic Reform Support Grant 8
44000-P150950,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,"Tunisia: Third Governance, Opportunities, and Jobs DPL"
44000-P151007,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,"Enhancing Fiscal Management, Social Protection and Financial Inclusion"
44000-P151275,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BF - DPO - Growth and Compet. Credit 4
44000-P151279,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Social Protection System Support
44000-P151448,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Competitiveness and Fiscal Management Programmatic DPL
44000-P151480,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Nigeria Edo State Fiscal Improvement and Service Delivery Operation
44000-P151487,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Public Investment Reform Sppt Cr.
44000-P151794,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Emergency Macroeconomic and Fiscal Support Grant
44000-P151803,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Honduras Fiscal Sustainability and Enhanced Social Protection DPC
44000-P151804,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,FIRST PROGRAMMATIC SHARED PROSPERITY DEVELOPMENT POLICY LOAN
44000-P151821,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Programmatic Resilience Building Development Policy Credit
44000-P152021,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Power Sector Reform: Second Development Policy Credit
44000-P152064,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Albania Financial Sector DPL
44000-P152440,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Energy Sector Development Policy Operation
44000-P153084,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,MG - Resilience DPO
44000-P153203,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BR Manaus Service Delivery and Fiscal Management DPL
44000-P153234,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Development Policy Operation
44000-P153243,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,AO-Fiscal Management Programmatic DPL
44000-P153269,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Sustaining Reforms for Inclusive Growth
44000-P153753,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Malawi Agricultural Support and Fiscal Management DPO
44000-P154213,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CL Social Inclusion for Shared Prosperity DPL
44000-P154291,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Indonesia Energy Sector DPL
44000-P154299,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Programmatic Energy and Water Sector Reforms DPL
44000-P154422,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Mozambique Eleventh Poverty Reduction Support Credit
44000-P154702,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Kazakhstan Programmatic Development Policy Financing
44000-P154821,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CO Second Programmatic Sustained Growth and Income Convergence DPL
44000-P154981,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Public Expenditure and Fiscal Risk Management DPF-DDO
44000-P155024,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Social Protection System DPO (SPS-2)
44000-P155066,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Development Policy Operation
44000-P155118,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Fiscal and Economic Reform Operation
44000-P155259,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,CI -DPO-Poverty Reduct. Support Credit 3
44000-P155425,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Dominican Republic Strengthening Management of Public Finances DPL
44000-P155480,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Chad-DPO Fiscal Consolidation Program
44000-P155540,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Economic Reform Development Policy Operation
44000-P155553,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Private Sector Competitiveness DPO2
44000-P155605,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Albania Competitiveness Development Policy Loan
44000-P155656,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Disaster Risk Management Development Policy Loan with a CAT-DDO
44000-P155694,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Serbia Public Expenditure and Public Utilities DPL 1
44000-P155824,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Climate Change and Green Growth in Vietnam
44000-P155920,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Honduras First Fiscal Sustainability and Enhanced Competitiveness DPF
44000-P155962,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,"IRAQ EMERGENCY FISCAL STABILIZATION, ENERGY SUSTAINABILITY, & SOEs DPF"
44000-P156444,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Programmatic Inclusive Growth DPO
44000-P156629,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Macroeconomic & Fiscal Management Operation
44000-P156761,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Programmatic Resilience Building Development Policy Credit
44000-P156858,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION
44000-P156963,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Moldova Economic Governance DPO1
44000-P157060,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,BF - DPO series on Energy and PFM
44000-P157207,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Pakistan Competitiveness and Growth Development Policy Credit
44000-P157224,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,First Programmatic Electricity Distribution Reform Development Policy Loan for Rajasthan
44000-P157343,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Second Macroeconomic Stability for competitiveness and Growth
44000-P157404,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Chongqing-Dadukou Fiscal Sustainability DPO
44000-P157405,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Third Economic Management and Competitiveness Credit
44000-P157406,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Hunan Fiscal Sustainability DPO
44000-P157469,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Development Policy Credit 2: Fiscal Sustainability&Investment Climate
44000-P157489,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Disaster Risk Management  DPL-CAT DDO
44000-P157804,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Sri Lanka Competitiveness DPL
44000-P158111,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,Tunisia Business Environment and Entrepreneurship DPF
44000-P158140,44000,EN: World Bank,40,Multilateral,0,1,A02_sector,1,0,3,Finalisation,DPL to reform the Indonesian maritime logistics sector
