iatiidentifier,date_type,isodate
XM-DAC-46004-47322-001-GRNT0560,planned_end,2018-05-31
XM-DAC-46004-47322-001-GRNT0560,actual_end,2018-02-19
XM-DAC-46004-40368-022-LN2777,planned_start,2011-10-10
XM-DAC-46004-47314-001-GRNT0416,actual_start,2014-12-04
XM-DAC-46004-47314-001-GRNT0416,planned_end,2014-12-31
XM-DAC-46004-47314-001-GRNT0416,actual_end,2014-12-31
XM-DAC-46004-47314-001-GRNT0416,planned_start,2014-12-04
XM-DAC-46004-40368-022-LN2777,actual_start,2011-11-15
XM-DAC-46004-40368-022-LN2777,planned_end,2016-12-31
XM-DAC-46004-40368-022-LN2777,actual_end,2018-12-18
XM-DAC-46004-47322-001-GRNT0560,planned_start,2017-12-15
XM-DAC-46004-44057-012-LN2791,planned_start,2011-10-15
XM-DAC-46004-44057-012-LN2791,actual_start,2011-11-15
XM-DAC-46004-44057-012-LN2791,planned_end,2012-04-30
XM-DAC-46004-44057-012-LN2791,actual_end,2012-01-31
XM-DAC-46004-47322-002-GRNT0633,planned_start,2018-12-13
XM-DAC-46004-47322-002-GRNT0633,actual_start,2018-11-29
XM-DAC-46004-47322-002-GRNT0633,planned_end,2019-03-31
XM-DAC-46004-47322-002-GRNT0633,actual_end,2019-04-03
XM-DAC-46004-53059-001-LN4220,planned_start,2022-12-23
XM-DAC-46004-53059-001-LN4220,actual_start,2022-12-21
XM-DAC-46004-50028-003-GRNT0758,planned_start,2020-12-11
XM-DAC-46004-50028-003-GRNT0758,actual_start,2020-12-16
XM-DAC-46004-50028-003-GRNT0758,planned_end,2024-03-16
XM-DAC-46004-50028-003-GRNT0758,actual_end,2022-05-30
XM-DAC-46004-56138-001-GRNT0882,planned_start,2023-03-17
XM-DAC-46004-56138-001-GRNT0882,actual_start,2023-03-24
XM-DAC-46004-56138-001-GRNT0882,planned_end,2025-12-31
XM-DAC-46004-56138-001-GRNT0882,actual_end,2023-11-30
XM-DAC-46004-56284-001-GRNT0914,planned_start,2023-11-24
XM-DAC-46004-46059-001-LN2905,planned_start,2012-09-27
XM-DAC-46004-56284-001-GRNT0914,actual_start,2023-11-24
XM-DAC-46004-56284-001-GRNT0914,planned_end,2024-02-29
XM-DAC-46004-56284-001-GRNT0914,actual_end,2024-03-06
XM-DAC-46004-46059-001-LN2905,actual_start,2012-10-23
XM-DAC-46004-46059-001-LN2905,planned_end,2013-03-31
XM-DAC-46004-46059-001-LN2905,actual_end,2013-03-31
XM-DAC-46004-56284-002-GRNT1081,planned_start,2025-12-05
XM-DAC-46004-56284-002-GRNT1081,actual_start,2025-12-05
XM-DAC-46004-56284-002-GRNT1081,planned_end,2025-12-30
XM-DAC-46004-56284-002-GRNT1081,actual_end,2025-12-31
XM-DAC-46004-44057-013-LN3036,planned_start,2013-10-31
XM-DAC-46004-44057-013-LN3036,actual_start,2013-10-11
XM-DAC-46004-44057-013-LN3036,planned_end,2014-03-31
XM-DAC-46004-44057-013-LN3036,actual_end,2014-04-22
XM-DAC-46004-43330-013-LN2543,planned_start,2009-09-14
XM-DAC-46004-43330-013-LN2543,actual_start,2009-09-14
XM-DAC-46004-43330-013-LN2543,planned_end,2010-12-31
XM-DAC-46004-43330-013-LN2543,actual_end,2009-12-14
XM-DAC-46004-46059-002-LN3205,planned_start,2014-12-12
XM-DAC-46004-46059-002-LN3205,actual_start,2014-12-11
XM-DAC-46004-46059-002-LN3205,planned_end,2015-06-30
XM-DAC-46004-46059-002-LN3205,actual_end,2015-06-30
XM-DAC-46004-47137-003-LN3279,planned_start,2015-10-23
XM-DAC-46004-47137-003-LN3279,actual_start,2015-10-01
XM-DAC-46004-47137-003-LN3279,planned_end,2016-03-31
XM-DAC-46004-47137-003-LN3279,actual_end,2016-03-31
XM-DAC-46004-47137-006-GRNT0572,planned_start,2018-05-20
XM-DAC-46004-47137-006-GRNT0572,actual_start,2018-05-22
XM-DAC-46004-47137-006-GRNT0572,planned_end,2018-12-31
XM-DAC-46004-47137-006-GRNT0572,actual_end,2018-07-23
XM-DAC-46004-49083-001-LN3272,planned_start,2015-09-21
XM-DAC-46004-49083-001-LN3272,actual_start,2015-11-18
XM-DAC-46004-49083-001-LN3272,planned_end,2016-12-31
XM-DAC-46004-49083-001-LN3272,actual_end,2016-01-05
XM-DAC-46004-52146-001-LN3825,planned_start,2019-10-30
XM-DAC-46004-54188-001-LN3940,planned_start,2020-07-30
XM-DAC-46004-54188-001-LN3940,actual_start,2020-08-25
XM-DAC-46004-54188-001-LN3940,planned_end,2021-12-31
XM-DAC-46004-54188-001-LN3940,actual_end,2021-12-31
XM-DAC-46004-52146-001-LN3825,actual_start,2019-10-30
XM-DAC-46004-52146-001-LN3825,planned_end,2020-08-31
XM-DAC-46004-52146-001-LN3825,actual_end,2019-12-31
XM-DAC-46004-54188-001-LN3941,planned_end,2021-12-31
XM-DAC-46004-54188-001-LN3941,actual_end,2021-12-31
XM-DAC-46004-54188-001-LN3941,planned_start,2020-07-30
XM-DAC-46004-54188-001-LN3941,actual_start,2020-08-25
XM-DAC-46004-32312-013-LN2306,planned_end,2010-04-30
XM-DAC-46004-32312-013-LN2306,actual_end,2011-06-08
XM-DAC-46004-50399-003-LN3821,planned_start,2019-11-27
XM-DAC-46004-50399-003-LN3821,actual_start,2019-10-30
XM-DAC-46004-50399-003-LN3821,planned_end,2020-06-30
XM-DAC-46004-50399-003-LN3821,actual_end,2019-12-02
XM-DAC-46004-55039-001-LN4405,planned_start,2023-12-22
XM-DAC-46004-55039-001-LN4405,actual_start,2024-08-23
XM-DAC-46004-55039-001-LN4405,planned_end,2024-12-31
XM-DAC-46004-55039-001-LN4405,actual_end,2024-12-31
XM-DAC-46004-33357-013-LN2252,planned_start,2006-11-30
XM-DAC-46004-33357-013-LN2252,actual_start,2006-11-30
XM-DAC-46004-33357-013-LN2252,planned_end,2010-09-30
XM-DAC-46004-33357-013-LN2252,actual_end,2010-07-29
XM-DAC-46004-32312-013-LN2306,planned_start,2007-03-21
XM-DAC-46004-32312-013-LN2306,actual_start,2007-03-21
XM-DAC-46004-38421-013-LN2480,actual_end,2009-04-30
XM-DAC-46004-34389-033-LN2585,actual_start,2009-12-27
XM-DAC-46004-34389-033-LN2585,planned_end,2010-04-30
XM-DAC-46004-34389-033-LN2585,actual_end,2010-03-05
XM-DAC-46004-38421-072-LN2904,actual_end,2013-05-02
XM-DAC-46004-44321-013-LN3006,actual_end,2022-08-31
XM-DAC-46004-41392-023-LN3415,actual_end,2017-02-13
XM-DAC-46004-34389-013-LN2378,planned_start,2008-02-18
XM-DAC-46004-34389-013-LN2378,actual_start,2008-02-18
XM-DAC-46004-34389-013-LN2378,planned_end,2008-03-31
XM-DAC-46004-34389-013-LN2378,actual_end,2008-05-31
XM-DAC-46004-34389-023-LN2479,planned_start,2008-12-08
XM-DAC-46004-34389-023-LN2479,actual_start,2008-12-08
XM-DAC-46004-34389-023-LN2479,planned_end,2009-04-30
XM-DAC-46004-34389-023-LN2479,actual_end,2009-04-30
XM-DAC-46004-38421-013-LN2480,planned_end,2009-04-30
XM-DAC-46004-38421-013-LN2480,planned_start,2008-12-08
XM-DAC-46004-38421-013-LN2480,actual_start,2008-12-08
XM-DAC-46004-34389-033-LN2585,planned_start,2009-12-27
XM-DAC-46004-42305-023-LN3002,planned_start,2013-06-14
XM-DAC-46004-42305-023-LN3002,actual_start,2013-08-26
XM-DAC-46004-42305-023-LN3002,planned_end,2013-12-31
XM-DAC-46004-42305-023-LN3002,actual_end,2013-12-31
XM-DAC-46004-44321-013-LN3006,planned_end,2017-06-30
XM-DAC-46004-44321-013-LN3006,planned_start,2013-08-30
XM-DAC-46004-44321-013-LN3006,actual_start,2013-08-26
XM-DAC-46004-38558-013-LN2673,planned_start,2010-10-22
XM-DAC-46004-38558-013-LN2673,actual_start,2010-10-22
XM-DAC-46004-38558-013-LN2673,planned_end,2013-06-30
XM-DAC-46004-38558-013-LN2673,actual_end,2017-06-23
XM-DAC-46004-46064-002-LN3166,planned_start,2014-12-10
XM-DAC-46004-46064-002-LN3166,actual_start,2014-10-27
XM-DAC-46004-46064-002-LN3166,planned_end,2017-12-31
XM-DAC-46004-46064-002-LN3166,actual_end,2018-07-11
XM-DAC-46004-41373-013-LN2674,planned_start,2010-10-22
XM-DAC-46004-41373-013-LN2674,actual_start,2010-10-22
XM-DAC-46004-41373-013-LN2674,planned_end,2011-04-30
XM-DAC-46004-41373-013-LN2674,actual_end,2011-04-30
XM-DAC-46004-38421-023-LN2675,planned_start,2010-10-22
XM-DAC-46004-38421-023-LN2675,actual_start,2010-10-22
XM-DAC-46004-38421-023-LN2675,planned_end,2011-04-30
XM-DAC-46004-38421-023-LN2675,actual_end,2011-04-30
XM-DAC-46004-34389-043-LN2706,planned_start,2011-01-27
XM-DAC-46004-34389-043-LN2706,actual_start,2011-01-27
XM-DAC-46004-34389-043-LN2706,planned_end,2011-06-30
XM-DAC-46004-34389-043-LN2706,actual_end,2011-06-30
XM-DAC-46004-42305-033-LN3185,planned_start,2014-11-30
XM-DAC-46004-42305-033-LN3185,actual_start,2014-12-18
XM-DAC-46004-42305-033-LN3185,planned_end,2015-06-30
XM-DAC-46004-42305-033-LN3185,actual_end,2015-07-31
XM-DAC-46004-42305-013-LN2815,planned_start,2012-01-20
XM-DAC-46004-42305-013-LN2815,actual_start,2011-12-20
XM-DAC-46004-42305-013-LN2815,planned_end,2012-05-31
XM-DAC-46004-42305-013-LN2815,actual_end,2012-05-31
XM-DAC-46004-41392-013-LN2886,planned_start,2012-10-12
XM-DAC-46004-41392-013-LN2886,actual_start,2013-01-17
XM-DAC-46004-41392-013-LN2886,planned_end,2013-03-31
XM-DAC-46004-41392-013-LN2886,actual_end,2013-04-30
XM-DAC-46004-58452-001-LN4622,planned_end,2026-08-29
XM-DAC-46004-58452-001-LN4622,planned_start,2025-09-04
XM-DAC-46004-58452-001-LN4622,actual_start,2025-09-30
XM-DAC-46004-41392-023-LN3415,actual_start,2016-10-06
XM-DAC-46004-41392-023-LN3415,planned_end,2017-06-30
XM-DAC-46004-41392-023-LN3415,planned_start,2016-10-17
XM-DAC-46004-43260-013-LN2888,planned_start,2012-10-15
XM-DAC-46004-43260-013-LN2888,actual_start,2013-01-17
XM-DAC-46004-43260-013-LN2888,planned_end,2013-12-31
XM-DAC-46004-43260-013-LN2888,actual_end,2015-12-31
XM-DAC-46004-47136-003-LN3426,planned_start,2017-01-08
XM-DAC-46004-47136-003-LN3426,actual_start,2016-10-06
XM-DAC-46004-47136-003-LN3426,planned_end,2017-06-30
XM-DAC-46004-47136-003-LN3426,actual_end,2017-05-31
XM-DAC-46004-58538-001-LN4693,planned_start,2025-12-12
XM-DAC-46004-58538-001-LN4693,actual_start,2025-12-04
XM-DAC-46004-58538-001-LN4693,planned_end,2026-02-28
XM-DAC-46004-58538-001-LN4693,actual_end,2026-02-28
XM-DAC-46004-38421-072-LN2904,planned_end,2013-03-31
XM-DAC-46004-38421-072-LN2904,planned_start,2012-10-15
XM-DAC-46004-38421-072-LN2904,actual_start,2013-01-17
XM-DAC-46004-49041-002-LN3428,planned_start,2016-11-30
XM-DAC-46004-49041-002-LN3428,actual_start,2016-10-06
XM-DAC-46004-49041-002-LN3428,planned_end,2017-06-30
XM-DAC-46004-49041-002-LN3428,actual_end,2017-04-24
XM-DAC-46004-44263-013-LN3460,planned_start,2016-12-23
XM-DAC-46004-44263-013-LN3460,actual_start,2016-12-14
XM-DAC-46004-44263-013-LN3460,planned_end,2017-06-30
XM-DAC-46004-44263-013-LN3460,actual_end,2017-04-11
XM-DAC-46004-43321-013-LN2659,planned_start,2010-09-08
XM-DAC-46004-43321-013-LN2659,actual_start,2010-09-08
XM-DAC-46004-43321-013-LN2659,planned_end,2011-02-28
XM-DAC-46004-43321-013-LN2659,actual_end,2011-02-28
XM-DAC-46004-43321-023-LN2950,planned_start,2012-12-11
XM-DAC-46004-43321-023-LN2950,actual_start,2012-12-13
XM-DAC-46004-43321-023-LN2950,planned_end,2013-12-31
XM-DAC-46004-43321-023-LN2950,actual_end,2014-03-31
XM-DAC-46004-50028-002-GRNT0666,planned_end,2022-12-31
XM-DAC-46004-50028-002-GRNT0666,actual_end,2020-05-18
XM-DAC-46004-50028-002-GRNT0666,planned_start,2019-09-30
XM-DAC-46004-50028-002-GRNT0666,actual_start,2019-09-30
XM-DAC-46004-50028-003-GRNT0761,planned_start,2020-12-11
XM-DAC-46004-50028-003-GRNT0761,actual_start,2020-12-11
XM-DAC-46004-50028-003-GRNT0761,planned_end,2024-03-11
XM-DAC-46004-50028-003-GRNT0761,actual_end,2022-09-23
XM-DAC-46004-54358-001-GRNT0766,planned_start,2020-12-01
XM-DAC-46004-54358-001-GRNT0766,actual_start,2020-12-11
XM-DAC-46004-54358-001-GRNT0766,planned_end,2021-09-30
XM-DAC-46004-54358-001-GRNT0766,actual_end,2021-02-05
XM-DAC-46004-56138-002-GRNT0951,planned_start,2024-07-05
XM-DAC-46004-56138-002-GRNT0951,actual_start,2024-08-06
XM-DAC-46004-56138-002-GRNT0951,planned_end,2027-03-31
XM-DAC-46004-47136-006-LN3719,planned_start,2018-10-31
XM-DAC-46004-47136-006-LN3719,actual_start,2018-10-24
XM-DAC-46004-47136-006-LN3719,planned_end,2019-06-30
XM-DAC-46004-47136-006-LN3719,actual_end,2019-03-13
XM-DAC-46004-46372-001-LN2984,planned_start,2013-01-18
XM-DAC-46004-46372-001-LN2984,actual_start,2013-01-14
XM-DAC-46004-46372-001-LN2984,planned_end,2013-03-31
XM-DAC-46004-46372-001-LN2984,actual_end,2013-01-18
XM-DAC-46004-50101-002-LN3832,planned_start,2019-10-30
XM-DAC-46004-50101-002-LN3832,actual_start,2019-10-30
XM-DAC-46004-50101-002-LN3832,planned_end,2022-03-31
XM-DAC-46004-50101-002-LN3832,actual_end,2024-06-28
XM-DAC-46004-44263-015-LN3831,planned_end,2020-03-31
XM-DAC-46004-44263-015-LN3831,actual_end,2020-03-31
XM-DAC-46004-44263-015-LN3831,planned_start,2019-09-16
XM-DAC-46004-44263-015-LN3831,actual_start,2019-10-30
XM-DAC-46004-55360-001-LN4331,planned_end,2024-02-28
XM-DAC-46004-36308-023-LN2442,planned_start,2008-10-14
XM-DAC-46004-36308-023-LN2442,actual_start,2008-10-14
XM-DAC-46004-36308-023-LN2442,planned_end,2012-03-31
XM-DAC-46004-36308-023-LN2442,actual_end,2012-02-06
XM-DAC-46004-54195-001-LN3951,planned_start,2020-07-09
XM-DAC-46004-54195-001-LN3951,actual_start,2020-07-10
XM-DAC-46004-54195-001-LN3951,planned_end,2021-06-30
XM-DAC-46004-54195-001-LN3951,actual_end,2022-01-31
XM-DAC-46004-55360-001-LN4331,actual_end,2024-02-28
XM-DAC-46004-49041-004-LN4391,planned_end,2024-11-30
XM-DAC-46004-49041-004-LN4391,actual_end,2024-04-12
XM-DAC-46004-54430-002-LN4654,planned_start,2025-11-21
XM-DAC-46004-54430-002-LN4654,actual_start,2025-12-04
XM-DAC-46004-54430-002-LN4654,planned_end,2025-12-31
XM-DAC-46004-54430-002-LN4654,actual_end,2025-12-26
XM-DAC-46004-52145-001-LN3969,planned_start,2020-10-28
XM-DAC-46004-52145-001-LN3969,actual_start,2020-10-28
XM-DAC-46004-52145-001-LN3969,planned_end,2021-06-30
XM-DAC-46004-52145-001-LN3969,actual_end,2021-06-30
XM-DAC-46004-42151-013-LN2452,planned_start,2009-12-22
XM-DAC-46004-42151-013-LN2452,actual_start,2009-12-22
XM-DAC-46004-42151-013-LN2452,planned_end,2011-09-30
XM-DAC-46004-42151-013-LN2452,actual_end,2018-01-09
XM-DAC-46004-44263-016-LN4128,planned_start,2021-11-15
XM-DAC-46004-44263-016-LN4128,actual_start,2021-12-08
XM-DAC-46004-44263-016-LN4128,planned_end,2022-03-31
XM-DAC-46004-44263-016-LN4128,actual_end,2022-03-31
XM-DAC-46004-54255-001-LN3960,planned_start,2020-08-17
XM-DAC-46004-54255-001-LN3960,actual_start,2020-09-04
XM-DAC-46004-54255-001-LN3960,planned_end,2021-09-30
XM-DAC-46004-54430-001-LN4285,planned_start,2022-12-22
XM-DAC-46004-54430-001-LN4285,actual_start,2022-12-22
XM-DAC-46004-54430-001-LN4285,planned_end,2023-06-30
XM-DAC-46004-54430-001-LN4285,actual_end,2023-06-28
XM-DAC-46004-55255-001-LN4267,planned_start,2022-12-06
XM-DAC-46004-55255-001-LN4267,actual_start,2022-12-22
XM-DAC-46004-55255-001-LN4267,planned_end,2023-12-31
XM-DAC-46004-55255-001-LN4267,actual_end,2023-12-31
XM-DAC-46004-41607-013-LN2536,planned_end,2013-01-31
XM-DAC-46004-41607-013-LN2536,actual_end,2015-03-02
XM-DAC-46004-41607-013-LN2536,planned_start,2009-09-17
XM-DAC-46004-41607-013-LN2536,actual_start,2009-09-17
XM-DAC-46004-55360-001-LN4331,planned_start,2023-09-30
XM-DAC-46004-55360-001-LN4331,actual_start,2023-09-26
XM-DAC-46004-52145-002-LN4330,planned_start,2023-09-26
XM-DAC-46004-52145-002-LN4330,actual_start,2023-09-26
XM-DAC-46004-52145-002-LN4330,planned_end,2023-09-30
XM-DAC-46004-52145-002-LN4330,actual_end,2023-12-31
XM-DAC-46004-49041-004-LN4391,planned_start,2023-12-19
XM-DAC-46004-49041-004-LN4391,actual_start,2023-12-19
XM-DAC-46004-39658-013-LN2597,planned_start,2010-03-18
XM-DAC-46004-39658-013-LN2597,actual_start,2010-03-18
XM-DAC-46004-39658-013-LN2597,planned_end,2012-12-31
XM-DAC-46004-39658-013-LN2597,actual_end,2012-12-11
XM-DAC-46004-44453-014-LN2926,planned_start,2013-04-30
XM-DAC-46004-44453-014-LN2926,actual_start,2012-11-06
XM-DAC-46004-44453-014-LN2926,planned_end,2014-11-30
XM-DAC-46004-54189-001-LN3942,planned_start,2020-06-28
XM-DAC-46004-55220-001-LN4477,planned_start,2024-10-02
XM-DAC-46004-55220-001-LN4477,actual_start,2024-09-27
XM-DAC-46004-55220-001-LN4477,planned_end,2025-03-31
XM-DAC-46004-55220-001-LN4477,actual_end,2024-12-16
XM-DAC-46004-44453-014-LN2926,actual_end,2014-07-24
XM-DAC-46004-54189-001-LN3942,actual_start,2020-06-28
XM-DAC-46004-54189-001-LN3942,planned_end,2021-06-30
XM-DAC-46004-54189-001-LN3942,actual_end,2021-06-30
XM-DAC-46004-55255-003-LN4549,planned_start,2024-12-17
XM-DAC-46004-55255-003-LN4549,actual_start,2024-12-03
XM-DAC-46004-55255-003-LN4549,planned_end,2025-06-30
XM-DAC-46004-55255-003-LN4549,actual_end,2025-06-30
XM-DAC-46004-54189-001-GRNT0710,planned_start,2020-06-28
XM-DAC-46004-54189-001-GRNT0710,actual_start,2020-06-28
XM-DAC-46004-54189-001-GRNT0710,planned_end,2021-06-30
XM-DAC-46004-54189-001-GRNT0710,actual_end,2021-06-30
XM-DAC-46004-55003-001-GRNT0898,planned_start,2023-10-06
XM-DAC-46004-55003-001-GRNT0898,actual_start,2023-09-04
XM-DAC-46004-55003-001-GRNT0898,planned_end,2024-08-30
XM-DAC-46004-55003-001-GRNT0898,actual_end,2024-08-30
XM-DAC-46004-36343-013-LN2281,planned_start,2007-02-28
XM-DAC-46004-36343-013-LN2281,actual_start,2006-12-11
XM-DAC-46004-36343-013-LN2281,planned_end,2010-06-30
XM-DAC-46004-36343-013-LN2281,actual_end,2013-06-30
XM-DAC-46004-49209-001-LN3563,planned_start,2017-12-19
XM-DAC-46004-49209-001-LN3563,actual_start,2017-10-24
XM-DAC-46004-49209-001-LN3563,planned_end,2019-09-30
XM-DAC-46004-49209-001-LN3563,actual_end,2019-11-29
XM-DAC-46004-55154-001-LN4275,planned_start,2022-12-28
XM-DAC-46004-55154-001-LN4275,actual_start,2022-12-23
XM-DAC-46004-55154-001-LN4275,planned_end,2023-06-30
XM-DAC-46004-55154-001-LN4275,actual_end,2023-05-19
XM-DAC-46004-55054-002-LN4362,planned_end,2024-04-30
XM-DAC-46004-55054-002-LN4362,planned_start,2023-11-13
XM-DAC-46004-55054-002-LN4362,actual_start,2023-11-13
XM-DAC-46004-55080-001-LN4401,planned_start,2023-12-15
XM-DAC-46004-55080-001-LN4401,actual_start,2023-12-15
XM-DAC-46004-55080-001-LN4401,planned_end,2024-10-31
XM-DAC-46004-55080-001-LN4401,actual_end,2024-03-21
XM-DAC-46004-54465-002-LN4421,planned_start,2023-12-15
XM-DAC-46004-54465-002-LN4421,actual_start,2023-12-15
XM-DAC-46004-54465-002-LN4421,planned_end,2024-06-30
XM-DAC-46004-54465-002-LN4421,actual_end,2024-02-08
XM-DAC-46004-54182-001-LN3915,planned_start,2020-04-29
XM-DAC-46004-54182-001-LN3915,actual_start,2020-04-28
XM-DAC-46004-54182-001-LN3915,planned_end,2021-06-30
XM-DAC-46004-54182-001-LN3915,actual_end,2021-06-30
XM-DAC-46004-54182-001-LN3916,planned_start,2020-04-29
XM-DAC-46004-54182-001-LN3916,actual_start,2020-04-28
XM-DAC-46004-54182-001-LN3916,planned_end,2021-06-30
XM-DAC-46004-54182-001-LN3916,actual_end,2021-06-30
XM-DAC-46004-55145-001-LN4452,planned_start,2024-07-01
XM-DAC-46004-55145-001-LN4452,actual_start,2024-07-01
XM-DAC-46004-55145-001-LN4452,planned_end,2024-12-31
XM-DAC-46004-55145-001-LN4452,actual_end,2024-12-18
XM-DAC-46004-56343-001-LN4393,planned_start,2024-08-21
XM-DAC-46004-56343-001-LN4393,actual_start,2024-08-21
XM-DAC-46004-56343-001-LN4393,planned_end,2024-09-30
XM-DAC-46004-56343-001-LN4393,actual_end,2024-12-18
XM-DAC-46004-54001-001-LN4004,planned_start,2020-11-23
XM-DAC-46004-54001-001-LN4004,actual_start,2020-12-02
XM-DAC-46004-54001-001-LN4004,planned_end,2022-12-31
XM-DAC-46004-54001-001-LN4004,actual_end,2023-09-29
XM-DAC-46004-55154-003-LN4559,planned_start,2024-12-13
XM-DAC-46004-55154-003-LN4559,actual_start,2024-12-20
XM-DAC-46004-55154-003-LN4559,planned_end,2025-03-31
XM-DAC-46004-55154-003-LN4559,actual_end,2025-03-31
XM-DAC-46004-42267-026-LN3182,planned_start,2014-12-15
XM-DAC-46004-42267-026-LN3182,actual_start,2015-09-11
XM-DAC-46004-42267-026-LN3182,planned_end,2020-06-30
XM-DAC-46004-42267-026-LN3182,actual_end,2019-11-07
XM-DAC-46004-55054-002-LN4362,actual_end,2023-12-27
XM-DAC-46004-45288-002-LN3187,planned_start,2014-11-24
XM-DAC-46004-45288-002-LN3187,actual_start,2014-11-28
XM-DAC-46004-45288-002-LN3187,planned_end,2017-06-30
XM-DAC-46004-45288-002-LN3187,actual_end,2018-12-14
XM-DAC-46004-45032-001-GRNT0300,planned_end,2014-09-30
XM-DAC-46004-45032-001-GRNT0300,actual_end,2014-11-21
XM-DAC-46004-43096-013-LN2523,actual_end,2012-09-30
XM-DAC-46004-48434-005-LN3424,planned_start,2016-12-30
XM-DAC-46004-48434-005-LN3424,actual_start,2017-02-23
XM-DAC-46004-48434-005-LN3424,planned_end,2019-12-31
XM-DAC-46004-48434-005-LN3424,actual_end,2019-10-25
XM-DAC-46004-54465-001-LN4138,planned_start,2021-11-25
XM-DAC-46004-54465-001-LN4138,actual_start,2021-11-25
XM-DAC-46004-54465-001-LN4138,planned_end,2022-01-31
XM-DAC-46004-54465-001-LN4138,actual_end,2022-01-31
XM-DAC-46004-55054-001-LN4158,planned_start,2021-12-15
XM-DAC-46004-55054-001-LN4158,actual_start,2021-12-17
XM-DAC-46004-55054-001-LN4158,planned_end,2022-06-30
XM-DAC-46004-55054-001-LN4158,actual_end,2022-05-03
XM-DAC-46004-34135-013-LN2218,planned_start,2006-07-04
XM-DAC-46004-34135-013-LN2218,actual_start,2006-07-04
XM-DAC-46004-34135-013-LN2218,planned_end,2010-06-30
XM-DAC-46004-34135-013-LN2218,actual_end,2010-06-30
XM-DAC-46004-43096-013-LN2523,actual_start,2009-06-26
XM-DAC-46004-43096-013-LN2523,planned_end,2010-12-31
XM-DAC-46004-43096-013-LN2523,planned_start,2009-06-26
XM-DAC-46004-59288-001-LN4703,planned_start,2025-12-15
XM-DAC-46004-59288-001-LN4703,actual_start,2025-12-15
XM-DAC-46004-59288-001-LN4703,planned_end,2026-02-28
XM-DAC-46004-45032-001-GRNT0300,actual_start,2012-09-14
XM-DAC-46004-45032-001-GRNT0300,planned_start,2012-09-10
XM-DAC-46004-48478-001-GRNT0473,planned_start,2016-05-21
XM-DAC-46004-48478-001-GRNT0473,actual_start,2016-05-01
XM-DAC-46004-48478-001-GRNT0473,planned_end,2016-06-30
XM-DAC-46004-48478-001-GRNT0473,actual_end,2016-12-01
XM-DAC-46004-52073-001-GRNT0703,planned_start,2020-06-11
XM-DAC-46004-52073-001-GRNT0703,actual_start,2020-06-11
XM-DAC-46004-52073-001-GRNT0703,planned_end,2020-06-30
XM-DAC-46004-52073-001-GRNT0703,actual_end,2020-09-10
XM-DAC-46004-55017-001-GRNT0946,planned_start,2024-05-31
XM-DAC-46004-55017-001-GRNT0946,actual_start,2024-06-05
XM-DAC-46004-55017-001-GRNT0946,planned_end,2024-09-30
XM-DAC-46004-55017-001-GRNT0946,actual_end,2024-10-08
XM-DAC-46004-49210-001-LN3297,planned_start,2015-10-15
XM-DAC-46004-49210-001-LN3297,actual_start,2015-10-28
XM-DAC-46004-49210-001-LN3297,planned_end,2016-12-31
XM-DAC-46004-49210-001-LN3297,actual_end,2016-06-15
XM-DAC-46004-49365-002-LN3446,planned_start,2016-11-15
XM-DAC-46004-49365-002-LN3446,actual_start,2016-11-24
XM-DAC-46004-49365-002-LN3446,planned_end,2018-08-31
XM-DAC-46004-49365-002-LN3446,actual_end,2022-03-03
XM-DAC-46004-50302-001-LN3532,actual_end,2018-10-30
XM-DAC-46004-50302-001-LN3532,planned_start,2017-05-31
XM-DAC-46004-50302-001-LN3532,actual_start,2017-05-31
XM-DAC-46004-50302-001-LN3532,planned_end,2018-09-30
XM-DAC-46004-51054-001-LN3533,planned_start,2017-05-31
XM-DAC-46004-51054-001-LN3533,actual_start,2017-05-31
XM-DAC-46004-51054-001-LN3533,planned_end,2017-12-31
XM-DAC-46004-51054-001-LN3533,actual_end,2017-08-03
XM-DAC-46004-51199-001-LN3648,planned_start,2018-05-22
XM-DAC-46004-51199-001-LN3648,actual_start,2018-04-04
XM-DAC-46004-51199-001-LN3648,planned_end,2019-05-30
XM-DAC-46004-51199-001-LN3648,actual_end,2019-10-30
XM-DAC-46004-53028-001-LN3880,planned_start,2019-12-31
XM-DAC-46004-53028-001-LN3880,actual_start,2019-12-13
XM-DAC-46004-53028-001-LN3880,planned_end,2020-09-30
XM-DAC-46004-53028-001-LN3880,actual_end,2020-12-22
XM-DAC-46004-54174-001-LN3922,planned_start,2020-05-29
XM-DAC-46004-54174-001-LN3922,actual_start,2020-05-14
XM-DAC-46004-54174-001-LN3922,planned_end,2021-06-30
XM-DAC-46004-54174-001-LN3922,actual_end,2021-06-30
XM-DAC-46004-54228-001-LN4056,planned_start,2021-04-01
XM-DAC-46004-54228-001-LN4056,actual_start,2021-04-01
XM-DAC-46004-54228-001-LN4056,planned_end,2021-05-14
XM-DAC-46004-54228-001-LN4056,actual_end,2021-10-22
XM-DAC-46004-56144-001-LN4202,planned_start,2022-09-19
XM-DAC-46004-56144-001-LN4202,actual_start,2022-08-26
XM-DAC-46004-56144-001-LN4202,planned_end,2023-06-30
XM-DAC-46004-56144-001-LN4202,actual_end,2022-10-01
XM-DAC-46004-57035-001-LN4315,planned_start,2023-05-29
XM-DAC-46004-57035-001-LN4315,actual_start,2023-05-29
XM-DAC-46004-57035-001-LN4315,planned_end,2023-10-31
